"[((0, 0.1), -1.2948107040318835)
 ((0.07084880220277075, -0.15016084271210925), -1.4352879844835016)
 ((0.12758828668368935, -0.5663106125075996), 1.1058515605041768)
 ((0.2710677848216544, -0.2802797861722592), inf)]","[((0.0, 0.0), -1.2948107040318817)
 ((0.0708488022027712, -0.25016084271210914), -1.4352879844835025)
 ((0.12758828668368943, -0.6663106125075995), 1.1058515605041759)
 ((0.2710677848216547, -0.38027978617225916), inf)]","[((-0.5, 0.1), -0.3490658503988655)
 ((-0.11472602547777755, -0.04022825876352401), -2.1959252535957967)
 ((-0.3605107911201542, -0.3808010835427803), 0.21620256407334404)
 ((-0.19446854005985567, -0.34433231796415414), inf)]","[((-0.5, 0), -0.3490658503988655)
 ((-0.11472602547777755, -0.14022825876352402), -2.195925253595796)
 ((-0.36051079112015394, -0.48080108354278045), 0.21620256407334582)
 ((-0.19446854005985545, -0.444332317964154), inf)]"
"[((0, 0.1), -1.2901950618825886)
 ((0.07200269634718155, -0.14983116642792102), -1.5038434315756781)
 ((0.10010190801159448, -0.5688901530918972), 0.8204050120572264)
 ((0.3183179171204206, -0.33483508827035413), inf)]","[((0.0, 0.0), -1.290195061882586)
 ((0.07200269634718222, -0.24983116642792083), -1.50384343157568)
 ((0.10010190801159441, -0.668890153091897), 0.8204050120572273)
 ((0.31831791712042035, -0.4348350882703538), inf)]","[((-0.5, 0.1), -0.3490658503988655)
 ((-0.11472602547777755, -0.04022825876352401), -2.086673212437539)
 ((-0.32191110432091496, -0.4055696649916751), 0.15338928812883745)
 ((-0.15390708947120818, -0.37959562036286343), inf)]","[((-0.5, 0), -0.3490658503988655)
 ((-0.11472602547777755, -0.14022825876352402), -2.086673212437537)
 ((-0.32191110432091435, -0.5055696649916754), 0.15338928812884012)
 ((-0.15390708947120763, -0.47959562036286324), inf)]"
"[((0, 0.1), -1.290785730131934)
 ((0.0718551164575831, -0.1498736525503783), -1.510843570339059)
 ((0.09702019256770908, -0.5691190686784161), 0.5658330838537937)
 ((0.3671457161258572, -0.3975609108355541), inf)]","[((0.0, 0.0), -1.2907857301319314)
 ((0.07185511645758376, -0.24987365255037813), -1.5108435703390608)
 ((0.09702019256770901, -0.669119068678416), 0.5658330838537937)
 ((0.36714571612585717, -0.497560910835554), inf)]","[((-0.5, 0.1), -0.3490658503988655)
 ((-0.11472602547777755, -0.04022825876352401), -1.9943205269966597)
 ((-0.2873358709021713, -0.4231196810526201), 0.0313256373624502)
 ((-0.11741927420383644, -0.41779519361668543), inf)]","[((-0.5, 0), -0.3490658503988655)
 ((-0.11472602547777755, -0.14022825876352402), -1.9943205269966588)
 ((-0.2873358709021709, -0.5231196810526202), 0.03132563736245375)
 ((-0.11741927420383605, -0.5177951936166849), inf)]"
"[((0, 0.1), -1.286780524423266)
 ((0.07285533282412507, -0.14958385460419102), -1.4888211476346136)
 ((0.10724636030304976, -0.5681734593830768), 0.3719200937077414)
 ((0.40536837370597933, -0.45188388493814435), inf)]","[((0.0, 0.0), -1.2867805244232642)
 ((0.07285533282412551, -0.2495838546041909), -1.4888211476346145)
 ((0.10724636030304983, -0.6681734593830768), 0.3719200937077405)
 ((0.4053683737059795, -0.5518838849381447), inf)]","[((-0.5, 0.1), -0.3490658503988655)
 ((-0.11472602547777755, -0.04022825876352401), -1.902511149393339)
 ((-0.25150526077531377, -0.437332074901598), -0.12578685613286744)
 ((-0.0828483867444669, -0.4586594948614303), inf)]","[((-0.5, 0), -0.3490658503988655)
 ((-0.11472602547777755, -0.14022825876352402), -1.902511149393339)
 ((-0.25150526077531377, -0.537332074901598), -0.12578685613286567)
 ((-0.08284838674446685, -0.5586594948614301), inf)]"
"[((0, 0.1), -1.2772903355823555)
 ((0.07522061439679044, -0.14888121497969542), -1.4513831108807507)
 ((0.12525505580695148, -0.5658902732419508), 0.20369275172709056)
 ((0.4386394592323388, -0.5011583978657956), inf)]","[((0.0, 0.0), -1.2772903355823537)
 ((0.07522061439679088, -0.2488812149796953), -1.4513831108807516)
 ((0.12525505580695157, -0.6658902732419507), 0.20369275172709145)
 ((0.4386394592323388, -0.6011583978657952), inf)]","[((-0.5, 0.1), -0.3490658503988655)
 ((-0.11472602547777755, -0.04022825876352401), -1.8074112783668426)
 ((-0.21317958827648664, -0.44852581689024196), -0.2892309322328108)
 ((-0.050240791789607275, -0.4970123985330771), inf)]","[((-0.5, 0), -0.3490658503988655)
 ((-0.11472602547777755, -0.14022825876352402), -1.8074112783668426)
 ((-0.21317958827648664, -0.548525816890242), -0.28923093223280816)
 ((-0.05024079178960714, -0.5970123985330767), inf)]"
"[((0, 0.1), -1.262483796172841)
 ((0.07889730397488127, -0.14774021761816386), -1.4035372514445816)
 ((0.14881903138712377, -0.5618790253091215), 0.04793490688718549)
 ((0.46845146092973244, -0.5465457287069777), inf)]","[((0.0, 0.0), -1.2624837961728392)
 ((0.07889730397488173, -0.24774021761816373), -1.4035372514445825)
 ((0.14881903138712388, -0.6618790253091216), 0.0479349068871846)
 ((0.46845146092973255, -0.6465457287069781), inf)]","[((-0.5, 0.1), -0.34948576496784867)
 ((-0.11478494333222644, -0.040390028550620266), -1.7094639822944746)
 ((-0.1728388899164482, -0.4563584639949413), -0.4525160874478633)
 ((-0.0199494167832778, -0.5306875229494415), inf)]","[((-0.5, 0), -0.34948576496784867)
 ((-0.11478494333222644, -0.14039002855062027), -1.7094639822944746)
 ((-0.1728388899164482, -0.5563584639949413), -0.45251608744786154)
 ((-0.01994941678327769, -0.6306875229494413), inf)]"
"[((0, 0.1), -1.2428228965754142)
 ((0.08375253730038086, -0.1461412450113721), -1.348163314616281)
 ((0.17648787097685475, -0.5557754206948873), -0.09987566231288625)
 ((0.4948931735825519, -0.5876825244897232), inf)]","[((0.0, 0.0), -1.2428228965754125)
 ((0.0837525373003813, -0.24614124501137197), -1.3481633146162828)
 ((0.17648787097685448, -0.6557754206948874), -0.09987566231288625)
 ((0.49489317358255164, -0.6876825244897233), inf)]","[((-0.5, 0.1), -0.35727406042136867)
 ((-0.1158900143404914, -0.04338590905891723), -1.6105687087334761)
 ((-0.13259001114829008, -0.46305376594888625), -0.6103147958204609)
 ((0.006719487813932973, -0.5604850930408148), inf)]","[((-0.5, 0), -0.35727406042136867)
 ((-0.1158900143404914, -0.14338590905891724), -1.6105687087334761)
 ((-0.13259001114829008, -0.5630537659488862), -0.6103147958204591)
 ((0.006719487813933167, -0.6604850930408146), inf)]"
"[((0, 0.1), -1.2189879037022813)
 ((0.08959496757397203, -0.14407527893135533), -1.2876351167254647)
 ((0.20693975910520054, -0.5473496271119612), -0.24092969593762614)
 ((0.5176970595651248, -0.623703410324454), inf)]","[((0.0, 0.0), -1.2189879037022795)
 ((0.08959496757397248, -0.24407527893135517), -1.2876351167254665)
 ((0.2069397591052003, -0.6473496271119612), -0.24092969593762614)
 ((0.5176970595651246, -0.723703410324454), inf)]","[((-0.5, 0.1), -0.37384034398984856)
 ((-0.11831798402413102, -0.049729217858761526), -1.5139932852344726)
 ((-0.09447353409016247, -0.4690518170677077), -0.7458390263163972)
 ((0.03039466318810366, -0.5844118331411983), inf)]","[((-0.5, 0), -0.37384034398984856)
 ((-0.11831798402413102, -0.14972921785876153), -1.5139932852344717)
 ((-0.0944735340901621, -0.5690518170677077), -0.7458390263163963)
 ((0.030394663188104132, -0.6844118331411981), inf)]"
"[((0, 0.1), -1.21675948064701)
 ((0.09013864764424806, -0.1438750175825029), -1.2820114492337629)
 ((0.2097494525167888, -0.5464830842649068), -0.31559615042176237)
 ((0.5139451365970169, -0.6458057190817603), inf)]","[((0.0, 0.0), -1.2167594806470081)
 ((0.09013864764424849, -0.24387501758250274), -1.2820114492337646)
 ((0.2097494525167885, -0.6464830842649069), -0.31559615042176237)
 ((0.5139451365970167, -0.7458057190817604), inf)]","[((-0.5, 0.1), -0.3869967540097674)
 ((-0.12032085858628533, -0.054737679882258944), -1.4829058114708005)
 ((-0.08345434901060517, -0.47311652790365), -0.9609348938680222)
 ((0.013913810313017735, -0.6124701842960446), inf)]","[((-0.5, 0), -0.3869967540097674)
 ((-0.12032085858628533, -0.15473767988225895), -1.4829058114708005)
 ((-0.08345434901060517, -0.5731165279036501), -0.9609348938680222)
 ((0.013913810313017735, -0.7124701842960447), inf)]"
"[((0, 0.1), -1.2261698649253452)
 ((0.08783973278505705, -0.1447124462389475), -1.306213018232648)
 ((0.19767271463449723, -0.5500970982647247), -0.3617078059299539)
 ((0.4969667444352348, -0.6633361539197205), inf)]","[((0.0, 0.0), -1.2261698649253434)
 ((0.08783973278505748, -0.24471244623894736), -1.3062130182326506)
 ((0.19767271463449657, -0.650097098264725), -0.361707805929953)
 ((0.49696674443523425, -0.7633361539197203), inf)]","[((-0.5, 0.1), -0.39652770786950775)
 ((-0.12181287866718571, -0.0583493014130444), -1.4809287868494057)
 ((-0.08411929639541198, -0.4766544458417509), -1.1338399610719345)
 ((-0.012178056642060328, -0.6306819045065967), inf)]","[((-0.5, 0), -0.39652770786950775)
 ((-0.12181287866718571, -0.1583493014130444), -1.4809287868494048)
 ((-0.0841192963954116, -0.5766544458417509), -1.1338399610719345)
 ((-0.012178056642059953, -0.7306819045065966), inf)]"
"[((0, 0.1), -1.2432753116040267)
 ((0.08364117073456748, -0.14617911072662304), -1.3518005479528545)
 ((0.17488595919780597, -0.5561478760957653), -0.38295966536693626)
 ((0.47170604538684785, -0.6757214368637283), inf)]","[((0.0, 0.0), -1.243275311604025)
 ((0.08364117073456791, -0.2461791107266229), -1.3518005479528563)
 ((0.1748859591978057, -0.6561478760957653), -0.3829596653669354)
 ((0.4717060453868477, -0.7757214368637281), inf)]","[((-0.5, 0.1), -0.4140590721358137)
 ((-0.12464693192746212, -0.06495476437051684), -1.5391487942016422)
 ((-0.11135718692437556, -0.4847444529977542), -1.1318629364505397)
 ((-0.039111571886912874, -0.6386293811351736), inf)]","[((-0.5, 0), -0.4140590721358146)
 ((-0.12464693192746229, -0.16495476437051718), -1.5391487942016413)
 ((-0.11135718692437535, -0.5847444529977546), -1.1318629364505388)
 ((-0.03911157188691253, -0.738629381135174), inf)]"
"[((0, 0.1), -1.265932839268503)
 ((0.07804236970520874, -0.14801086373543298), -1.4151406985106831)
 ((0.1431540601403648, -0.5629331067746275), -0.38249822736312655)
 ((0.44002929051242534, -0.6823696907492874), inf)]","[((0.0, 0.0), -1.2659328392685012)
 ((0.07804236970520918, -0.24801086373543288), -1.415140698510685)
 ((0.14315406014036453, -0.6629331067746275), -0.38249822736312655)
 ((0.44002929051242506, -0.7823696907492874), inf)]","[((-0.5, 0.1), -0.4268441796657596)
 ((-0.12678651586905443, -0.06974008148590133), -1.596359394716)
 ((-0.13752183510447366, -0.48960286016592863), -1.1900829438027762)
 ((-0.07435274745443338, -0.6474308246255311), inf)]","[((-0.5, 0), -0.4268441796657596)
 ((-0.12678651586905443, -0.16974008148590133), -1.596359394715999)
 ((-0.13752183510447327, -0.5896028601659287), -1.1900829438027754)
 ((-0.07435274745443285, -0.747430824625531), inf)]"
"[((0, 0.1), -1.2922866854671158)
 ((0.07147998646649671, -0.1499812223642997), -1.493098996597281)
 ((0.10408004162307008, -0.5687141162283815), -0.3652778846189424)
 ((0.40296789262493204, -0.6830209512098854), inf)]","[((0.0, 0.0), -1.292286685467115)
 ((0.07147998646649693, -0.24998122236429962), -1.4930989965972818)
 ((0.10408004162306993, -0.6687141162283814), -0.3652778846189424)
 ((0.40296789262493193, -0.7830209512098852), inf)]","[((-0.5, 0.1), -0.4371344642687003)
 ((-0.1285529183959353, -0.07357149987202177), -1.6566304735351638)
 ((-0.16455900951096505, -0.4920252743831572), -1.247293544317134)
 ((-0.11051777934293686, -0.6532069899774708), inf)]","[((-0.5, 0), -0.4371344642687003)
 ((-0.1285529183959353, -0.17357149987202178), -1.6566304735351638)
 ((-0.16455900951096505, -0.5920252743831572), -1.2472935443171331)
 ((-0.1105177793429367, -0.7532069899774708), inf)]"
"[((0, 0.1), -1.3201821376318659)
 ((0.06447974209626547, -0.15187767439612246), -1.5809018698748378)
 ((0.060235486242200896, -0.5718562289584301), -0.3404364700197551)
 ((0.36187037219900964, -0.6787037632014952), inf)]","[((0.0, 0.0), -1.320182137631865)
 ((0.06447974209626571, -0.2518776743961224), -1.5809018698748387)
 ((0.060235486242200764, -0.67185622895843), -0.34043647001975597)
 ((0.36187037219900947, -0.7787037632014953), inf)]","[((-0.5, 0.1), -0.4460182671317616)
 ((-0.13010953066912623, -0.07686446985809756), -1.71857669675851)
 ((-0.19195161594030097, -0.49228661237016047), -1.3075646231362978)
 ((-0.1477172266365257, -0.6564308136168754), inf)]","[((-0.5, 0), -0.4460182671317625)
 ((-0.1301095306691264, -0.17686446985809792), -1.7185766967585092)
 ((-0.19195161594030075, -0.5922866123701609), -1.3075646231362978)
 ((-0.14771722663652548, -0.7564308136168758), inf)]"
"[((0, 0.1), -1.347443019986077)
 ((0.05759022712323476, -0.15354164498143938), -1.672361535141599)
 ((0.015006140454064253, -0.5713772532803881), -0.3196998398852591)
 ((0.31879167506358413, -0.6719473729084775), inf)]","[((0.0, 0.0), -1.347443019986076)
 ((0.057590227123234985, -0.25354164498143933), -1.6723615351416)
 ((0.0150061404540641, -0.6713772532803881), -0.31969983988525996)
 ((0.3187916750635839, -0.7719473729084777), inf)]","[((-0.5, 0.1), -0.45475042052713555)
 ((-0.13166802080076445, -0.08008762616896778), -1.7812381697689341)
 ((-0.21940266734091513, -0.490821885510059), -1.3695108463596442)
 ((-0.18541473347977136, -0.6573896505543512), inf)]","[((-0.5, 0), -0.45475042052713555)
 ((-0.13166802080076445, -0.18008762616896778), -1.7812381697689341)
 ((-0.21940266734091513, -0.5908218855100591), -1.3695108463596433)
 ((-0.18541473347977122, -0.7573896505543513), inf)]"
"[((0, 0.1), -1.372662195111796)
 ((0.05117848082101937, -0.15491324622477456), -1.762309721376094)
 ((-0.028766351147232007, -0.5672345091273419), -0.31188005666998553)
 ((0.27579632393582265, -0.6654260410751309), inf)]","[((0.0, 0.0), -1.3726621951117952)
 ((0.051178480821019605, -0.25491324622477457), -1.762309721376095)
 ((-0.028766351147232146, -0.6672345091273418), -0.31188005666998553)
 ((0.27579632393582254, -0.7654260410751309), inf)]","[((-0.5, 0.1), -0.4645757596823872)
 ((-0.1334551930789057, -0.08369786204302346), -1.8437259906880508)
 ((-0.24666779444578868, -0.4881516998190337), -1.4321723193700682)
 ((-0.223177117416537, -0.6565209015535178), inf)]","[((-0.5, 0), -0.4645757596823863)
 ((-0.13345519307890552, -0.18369786204302313), -1.8437259906880508)
 ((-0.2466677944457885, -0.5881516998190335), -1.4321723193700682)
 ((-0.22317711741653684, -0.7565209015535175), inf)]"
"[((0, 0.1), -1.3955238980328053)
 ((0.04533786372994858, -0.15601655827778918), -1.848449726584712)
 ((-0.069784000551239, -0.5599310991950776), -0.31964985399094115)
 ((0.23400656076613235, -0.6604860337059032), inf)]","[((0.0, 0.0), -1.3955238980328053)
 ((0.04533786372994858, -0.2560165582777892), -1.8484497265847128)
 ((-0.06978400055123934, -0.6599310991950775), -0.31964985399094115)
 ((0.23400656076613202, -0.7604860337059032), inf)]","[((-0.5, 0.1), -0.47664631774470756)
 ((-0.13569917711190932, -0.08810877290296687), -1.90533990165462)
 ((-0.2736011719868521, -0.4848240862064884), -1.4946601402891848)
 ((-0.2606705212924323, -0.6543316030681866), inf)]","[((-0.5, 0), -0.47664631774470667)
 ((-0.13569917711190915, -0.18810877290296651), -1.905339901654619)
 ((-0.27360117198685163, -0.5848240862064882), -1.4946601402891848)
 ((-0.26067052129243184, -0.7543316030681864), inf)]"
"[((0, 0.1), -1.4163833553771683)
 ((0.03998802124626096, -0.1569065163766941), -1.930789833492212)
 ((-0.10796460436038749, -0.5499841430308944), -0.3416072506886634)
 ((0.19354497986781347, -0.657184752257416), inf)]","[((0.0, 0.0), -1.4163833553771683)
 ((0.03998802124626096, -0.2569065163766941), -1.930789833492213)
 ((-0.10796460436038785, -0.6499841430308944), -0.3416072506886634)
 ((0.1935449798678131, -0.757184752257416), inf)]","[((-0.5, 0.1), -0.49193224640799826)
 ((-0.13861704278490072, -0.09365525614986475), -1.9656013598096465)
 ((-0.3001608983929222, -0.4813453162691496), -1.556274051255754)
 ((-0.29769219832676486, -0.6513273903828142), inf)]","[((-0.5, 0), -0.4919322464079974)
 ((-0.1386170427849006, -0.19365525614986442), -1.9656013598096465)
 ((-0.3001608983929221, -0.5813453162691493), -1.5562740512557531)
 ((-0.2976921983267646, -0.7513273903828139), inf)]"
"[((0, 0.1), -1.4357303864884425)
 ((0.035010469273556055, -0.15763203807221918), -2.010075210211406)
 ((-0.14361003836462757, -0.5377566416577771), -0.3755342359747029)
 ((0.15408974185068344, -0.6551229096386393), inf)]","[((0.0, 0.0), -1.4357303864884416)
 ((0.03501046927355628, -0.2576320380722192), -2.010075210211407)
 ((-0.14361003836462766, -0.6377566416577769), -0.3755342359747029)
 ((0.15408974185068336, -0.755122909638639), inf)]","[((-0.5, 0.1), -0.5111601122272766)
 ((-0.1424071921657492, -0.10056765388570651), -2.0242371028965813)
 ((-0.3263928920101028, -0.4781246194588282), -1.6165355094107805)
 ((-0.33416584213019473, -0.6479468242685367), inf)]","[((-0.5, 0), -0.5111601122272758)
 ((-0.14240719216574904, -0.2005676538857062), -2.0242371028965813)
 ((-0.32639289201010263, -0.5781246194588279), -1.6165355094107805)
 ((-0.33416584213019457, -0.7479468242685363), inf)]"
"[((0, 0.1), -1.453937477534203)
 ((0.030314195664326044, -0.15822674056190414), -2.0868346357094376)
 ((-0.17692985508434894, -0.5235346975369481), -0.4197725711459164)
 ((0.11528827393639851, -0.6539515870551919), inf)]","[((0.0, 0.0), -1.4539374775342022)
 ((0.030314195664326273, -0.25822674056190414), -2.0868346357094385)
 ((-0.17692985508434902, -0.623534697536948), -0.41977257114591815)
 ((0.1152882739363982, -0.7539515870551923), inf)]","[((-0.5, 0.1), -0.5347898343522521)
 ((-0.14724593784756335, -0.10896069399519812), -2.0811256949709787)
 ((-0.3524011012067863, -0.47544583550444197), -1.6751712524977154)
 ((-0.3701126390380741, -0.6445206752283077), inf)]","[((-0.5, 0), -0.5347898343522512)
 ((-0.14724593784756312, -0.20896069399519782), -2.0811256949709787)
 ((-0.3524011012067861, -0.5754458355044417), -1.6751712524977154)
 ((-0.3701126390380739, -0.7445206752283073), inf)]"
